pJ/Compute,Utilization,Cycles,Energy [uJ],EDP [J*cycle],Area [mm^2],LastLevelAccesses,MAC energy [pJ],Computes,Algorithmic computes
1.61216,0.982143,638880,169.946,1.085753e+02,0.884249,471798,0.560800,105415200,105415200
