pJ/Compute,Utilization,Cycles,Energy [uJ],EDP [J*cycle],Area [mm^2],LastLevelAccesses,MAC energy [pJ],Computes,Algorithmic computes
2.66348,0.982143,638880,280.771,1.793792e+02,0.884249,943596,0.560800,105415200,105415200
