pJ/Compute,Utilization,Cycles,Energy [uJ],EDP [J*cycle],Area [mm^2],LastLevelAccesses,MAC energy [pJ],Computes,Algorithmic computes,Execution runtime [s]
2.92338,0.928571,958464,437.105,4.189493e+02,1.928614,251808,2.200350,149520384,149520384,87
