pJ/Compute,Utilization,Cycles,Energy [uJ],EDP [J*cycle],Area [mm^2],LastLevelAccesses,MAC energy [pJ],Computes,Algorithmic computes,Execution runtime [s]
2.8122,1,5505024,2600.85,1.431773e+04,1.928614,1057792,2.200350,924844032,924844032,9
