pJ/Compute,Utilization,Cycles,Energy [uJ],EDP [J*cycle],Area [mm^2],LastLevelAccesses,MAC energy [pJ],Computes,Algorithmic computes,Execution runtime [s]
4.49442,0.654762,958320,473.78,4.540325e+02,1.928614,569323,2.200350,105415200,105415200,2
