pJ/Compute,Utilization,Cycles,Energy [uJ],EDP [J*cycle],Area [mm^2],LastLevelAccesses,MAC energy [pJ],Computes,Algorithmic computes
2.14438,0.982143,638880,226.05,1.444187e+02,0.884249,684321,0.560800,105415200,105415200
