pJ/Compute,Utilization,Cycles,Energy [uJ],EDP [J*cycle],Area [mm^2],LastLevelAccesses,MAC energy [pJ],Computes,Algorithmic computes,Execution runtime [s]
12.0085,0.683156,480480,662.208,3.181778e+02,1.928614,2516378,2.200350,55144763,149520384,32
