pJ/Compute,Utilization,Cycles,Energy [uJ],EDP [J*cycle],Area [mm^2],LastLevelAccesses,MAC energy [pJ],Computes,Algorithmic computes,Execution runtime [s]
39.612,0.641147,480481,2050.07,9.850220e+02,1.928614,11739264,2.200350,51753940,149520384,67
