pJ/Compute,Utilization,Cycles,Energy [uJ],EDP [J*cycle],Area [mm^2],LastLevelAccesses,MAC energy [pJ],Computes,Algorithmic computes,Execution runtime [s]
10.2278,0.5,7225344,9459.11,6.834532e+04,11.919706,2554880,2.200350,924844032,924844032,55
