pJ/Compute,Utilization,Cycles,Energy [uJ],EDP [J*cycle],Area [mm^2],LastLevelAccesses,MAC energy [pJ],Computes,Algorithmic computes
3.30144,1,105415200,348.022,3.668682e+04,0.680494,462411,0.560800,105415200,105415200
