pJ/Compute,Utilization,Cycles,Energy [uJ],EDP [J*cycle],Area [mm^2],LastLevelAccesses,MAC energy [pJ],Computes,Algorithmic computes
2.19483,1,144,0.000316056,4.551206e-08,0.001220,560,0.560800,144,144
