pJ/Compute,Utilization,Cycles,Energy [uJ],EDP [J*cycle],Area [mm^2],LastLevelAccesses,MAC energy [pJ],Computes,Algorithmic computes,Execution runtime [s]
7.2517,0.632247,519168,399.893,2.076119e+02,1.928614,306612,2.200350,55144763,149520384,27
