pJ/Compute,Utilization,Cycles,Energy [uJ],EDP [J*cycle],Area [mm^2],LastLevelAccesses,MAC energy [pJ],Computes,Algorithmic computes,Execution runtime [s]
4.44182,0.928569,331757,229.882,7.626493e+01,1.928614,251808,2.200350,51753940,149520384,77
