pJ/Compute,Utilization,Cycles,Energy [uJ],EDP [J*cycle],Area [mm^2],LastLevelAccesses,MAC energy [pJ],Computes,Algorithmic computes
3.88607,1,105415200,409.651,4.318340e+04,0.680494,479835,0.560800,105415200,105415200
