pJ/Compute,Utilization,Cycles,Energy [uJ],EDP [J*cycle],Area [mm^2],LastLevelAccesses,MAC energy [pJ],Computes,Algorithmic computes,Execution runtime [s]
9.84687,0.5,14450688,18213.6,2.631997e+05,11.919706,10048308,2.200350,1849688064,1849688064,85
