pJ/Compute,Utilization,Cycles,Energy [uJ],EDP [J*cycle],Area [mm^2],LastLevelAccesses,MAC energy [pJ],Computes,Algorithmic computes,Execution runtime [s]
123.582,0.531111,1870128,20621.5,3.856481e+04,1.928614,149578080,2.200350,166865147,447897600,23
